Location,Date,Year,Plant Date,County,LocMinTempF,LocMaxTempF,CIMIS,StatMinTempF,StatMaxTempF,PRISMMinTempF,PRISMaxTempF,HeadM105,HeadM206,HeadM209,HeadM210,HeadM211,HeadM401,sng_tri_loc,sng_sine_loc,sng_tri_stat,sng_sine_stat,sng_tri_prism,sng_sine_prism,cum_sng_tri_loc,cum_sng_sine_loc,cum_sng_tri_stat,cum_sng_sine_stat,cum_sng_tri_prism,cum_sng_sine_prism
Canal,2022-04-25,,,,,,,,,46.67143955,82.32692032,,,,,,,0,0,0,0,14.65,14.93,0,0,0,0,43.06,45.69
Canal,2022-04-26,,,,,,,,,50.88469982,82.09021988,,,,,,,0,0,0,0,16.49,16.49,0,0,0,0,59.55,62.18
Canal,2022-04-27,,,,,,,,,50.37674007,79.80872002,,,,,,,0,0,0,0,15.09,15.09,0,0,0,0,74.64,77.27
Canal,2022-04-28,,,,,,,,,47.42077923,76.26595879,,,,,,,0,0,0,0,11.96,12.17,0,0,0,0,86.6,89.44
Canal,2022-04-29,,,,,,,,,44.61151934,71.87828026,,,,,,,0,0,0,0,8.78,9.28,0,0,0,0,95.38,98.72
Canal,2022-04-30,,,,,,,,,42.71575975,79.9096981,,,,,,,0,0,0,0,12.03,12.71,0,0,0,0,107.41,111.43
Canal,2022-05-01,,,,,,,,,46.71535912,80.05172043,,,,,,,0,0,0,0,13.55,13.83,0,0,0,0,120.96,125.26
Canal,2022-05-02,,,,,,,,,49.14950027,81.47119865,,,,,,,0,0,0,0,15.32,15.37,0,0,0,0,136.28,140.63
Canal,2022-05-03,,,,,,,,,49.55377998,73.92632065,,,,,,,0,0,0,0,11.74,11.77,0,0,0,0,148.02,152.4
Canal,2022-05-04,,,,,,,,,51.63313999,81.78097878,,,,,,,0,0,0,0,16.71,16.71,0,0,0,0,164.73,169.11
Canal,2022-05-05,,,,,,,,,54.70195961,88.1666584,,,,,,,0,0,0,0,21.43,21.43,0,0,0,0,186.16,190.54
Canal,2022-05-06,,,,,,,,,55.48027916,74.78869934,,,,,,,0,0,0,0,15.13,15.13,0,0,0,0,201.29,205.67
Canal,2022-05-07,,,,,,,,,48.66385994,77.23885994,,,,,,,0,0,0,0,12.98,13.07,0,0,0,0,214.27,218.74
Canal,2022-05-08,,,,,,,,,43.19869986,74.49961815,,,,,,,0,0,0,0,9.59,10.23,0,0,0,0,223.86,228.97
Canal,2022-05-09,,,,,,,,,40.79245968,63.5864006,,,,,,,0,0,0,0,4.05,4.79,0,0,0,0,227.91,233.76
Canal,2022-05-10,,,,,,,,,39.18757987,61.2683609,,,,,,,0,0,0,0,2.88,3.63,0,0,0,0,230.79,237.39
Canal,2022-05-11,,,,,,,,,38.29927988,61.02589951,,,,,,,0,0,0,0,2.67,3.45,0,0,0,0,233.46,240.84
Canal,2022-05-12,,,,,,,,,37.73372002,72.06943893,,,,,,,0,0,0,0,7.09,8.14,0,0,0,0,240.55,248.98
Canal,2022-05-13,,,,,,,,,43.59649935,73.03081818,,,,,,,0,0,0,0,9.01,9.61,0,0,0,0,249.56,258.59
Canal,2022-05-14,,,,,,,,,46.04539995,80.80267715,,,,,,,0,0,0,0,13.65,14,0,0,0,0,263.21,272.59
Canal,2022-05-15,,,,,,,,,53.35195961,89.59207954,,,,,,,0,0,0,0,21.47,21.47,0,0,0,0,284.68,294.06
Canal,2022-05-16,,,,,,,,,55.5519186,91.81507721,,,,,,,0,0,0,0,23.68,23.68,0,0,0,0,308.36,317.74
Canal,2022-05-17,,,,,,,,,52.66867867,84.67843742,,,,,,,0,0,0,0,18.67,18.67,0,0,0,0,327.03,336.41
Canal,2022-05-18,,,,,,,,,52.6465395,92.00930176,,,,,,,0,0,0,0,22.33,22.33,0,0,0,0,349.36,358.74
Canal,2022-05-19,,,,,,,,,55.24195995,96.35324097,,,,,,,0,0,0,0,25.78,25.69,0,0,0,0,375.14,384.43
Canal,2022-05-20,,,,,,,,,59.1839592,88.24855804,,,,,,,0,0,0,0,23.72,23.72,0,0,0,0,398.86,408.15
Canal,2022-05-21,,,,,,,,,56.35129929,81.20479736,,,,,,,0,0,0,0,18.78,18.78,0,0,0,0,417.64,426.93
Canal,2022-05-22,,,,,,,,,54.43897953,87.24361801,,,,,,,0,0,0,0,20.84,20.84,0,0,0,0,438.48,447.77
Canal,2022-05-23,,,,,,,,,52.44098015,89.60521851,,,,,,,0,0,0,0,21.02,21.02,0,0,0,0,459.5,468.79
Canal,2022-05-24,,,,,,,,,63.44347878,92.8223587,,,,,,,0,0,0,0,28.13,28.13,0,0,0,0,487.63,496.92
Canal,2022-05-25,,,,,,,,,66.03332024,96.37105942,,,,,,,0,0,0,0,31.17,31.08,0,0,0,0,518.8,528
Canal,2022-05-26,,,,,,,,,63.86720085,99.66739731,,,,,,,0,0,0,0,31.46,31.04,0,0,0,0,550.26,559.04
Canal,2022-05-27,,,,,,,,,57.27218018,86.2584774,,,,,,,0,0,0,0,21.77,21.77,0,0,0,0,572.03,580.81
Canal,2022-05-28,,,,,,,,,55.84496002,83.98903847,,,,,,,0,0,0,0,19.92,19.92,0,0,0,0,591.95,600.73
Canal,2022-05-29,,,,,,,,,51.92977943,77.78803902,,,,,,,0,0,0,0,14.86,14.86,0,0,0,0,606.81,615.59
Canal,2022-05-30,,,,,,,,,51.12031879,79.82959747,,,,,,,0,0,0,0,15.47,15.47,0,0,0,0,622.28,631.06
Canal,2022-05-31,,,,,,,,,58.65763855,80.88061829,,,,,,,0,0,0,0,19.77,19.77,0,0,0,0,642.05,650.83
Canal,2022-06-01,,,,,,,,,54.32306004,86.54053764,,,,,,,0,0,0,0,20.43,20.43,0,0,0,0,662.48,671.26
Canal,2022-06-02,,,,,,,,,54.22225876,91.72562103,,,,,,,0,0,0,0,22.97,22.97,0,0,0,0,685.45,694.23
Canal,2022-06-03,,,,,,,,,60.22831955,91.37587814,,,,,,,0,0,0,0,25.8,25.8,0,0,0,0,711.25,720.03
Canal,2022-06-04,,,,,,,,,58.60759926,84.5927578,,,,,,,0,0,0,0,21.6,21.6,0,0,0,0,732.85,741.63
Canal,2022-06-05,,,,,,,,,58.08703957,76.49041977,,,,,,,0,0,0,0,17.29,17.29,0,0,0,0,750.14,758.92
Canal,2022-06-06,,,,,,,,,54.78655949,81.05737801,,,,,,,0,0,0,0,17.92,17.92,0,0,0,0,768.06,776.84
Canal,2022-06-07,,,,,,,,,54.53149986,85.47241936,,,,,,,0,0,0,0,20,20,0,0,0,0,788.06,796.84
Canal,2022-06-08,,,,,,,,,57.22286015,92.93540115,,,,,,,0,0,0,0,25.08,25.08,0,0,0,0,813.14,821.92
Canal,2022-06-09,,,,,,,,,60.06415977,90.74551697,,,,,,,0,0,0,0,25.4,25.4,0,0,0,0,838.54,847.32
Canal,2022-06-10,,,,,,,,,63.6783802,97.72285843,,,,,,,0,0,0,0,30.59,30.37,0,0,0,0,869.13,877.69
Canal,2022-06-11,,,,,,,,,65.04079819,100.0205597,,,,,,,0,0,0,0,32.17,31.71,0,0,0,0,901.3,909.4
Canal,2022-06-12,,,,,,,,,65.49961815,96.58057556,,,,,,,0,0,0,0,31,30.89,0,0,0,0,932.3,940.29
Canal,2022-06-13,,,,,,,,,56.82577991,82.70707817,,,,,,,0,0,0,0,19.77,19.77,0,0,0,0,952.07,960.06
Canal,2022-06-14,,,,,,,,,57.92665977,81.04909706,,,,,,,0,0,0,0,19.49,19.49,0,0,0,0,971.56,979.55
Canal,2022-06-15,,,,,,,,,60.14605942,89.08123932,,,,,,,0,0,0,0,24.61,24.61,0,0,0,0,996.17,1004.16
Canal,2022-06-16,,,,,,,,,58.67689896,95.0390564,,,,,,,0,0,0,0,26.86,26.86,0,0,0,0,1023.03,1031.02
Canal,2022-06-17,,,,,,,,,56.08561897,87.60091743,,,,,,,0,0,0,0,21.84,21.84,0,0,0,0,1044.87,1052.86
Canal,2022-06-18,,,,,,,,,51.9283392,75.51392059,,,,,,,0,0,0,0,13.72,13.72,0,0,0,0,1058.59,1066.58
Canal,2022-06-19,,,,,,,,,51.43945961,77.59885788,,,,,,,0,0,0,0,14.52,14.52,0,0,0,0,1073.11,1081.1
Canal,2022-06-20,,,,,,,,,54.20426006,85.56169701,,,,,,,0,0,0,0,19.88,19.88,0,0,0,0,1092.99,1100.98
Canal,2022-06-21,,,,,,,,,61.94389992,91.16275711,,,,,,,0,0,0,0,26.55,26.55,0,0,0,0,1119.54,1127.53
Canal,2022-06-22,,,,,,,,,68.01889992,100.8476585,,,,,,,0,0,0,0,33.91,33.37,0,0,0,0,1153.45,1160.9
Canal,2022-06-23,,,,,,,,,66.24085884,98.7385994,,,,,,,0,0,0,0,32.27,31.95,0,0,0,0,1185.72,1192.85
Canal,2022-06-24,,,,,,,,,65.12738075,98.99887924,,,,,,,0,0,0,0,31.83,31.47,0,0,0,0,1217.55,1224.32
Canal,2022-06-25,,,,,,,,,61.84129791,98.833638,,,,,,,0,0,0,0,30.14,29.81,0,0,0,0,1247.69,1254.13
Canal,2022-06-26,,,,,,,,,61.54177971,100.8865364,,,,,,,0,0,0,0,30.77,30.23,0,0,0,0,1278.46,1284.36
Canal,2022-06-27,,,,,,,,,60.26251965,99.84883652,,,,,,,0,0,0,0,29.76,29.33,0,0,0,0,1308.22,1313.69
Canal,2022-06-28,,,,,,,,,60.52963848,100.1100159,,,,,,,0,0,0,0,29.99,29.53,0,0,0,0,1338.21,1343.22
Canal,2022-06-29,,,,,,,,,60.7328598,99.89329681,,,,,,,0,0,0,0,30.01,29.57,0,0,0,0,1368.22,1372.79
Canal,2022-06-30,,,,,,,,,56.80795975,93.31393509,,,,,,,0,0,0,0,25.06,25.06,0,0,0,0,1393.28,1397.85
Canal,2022-07-01,,,,,,,,,55.25509892,89.75102081,,,,,,,0,0,0,0,22.5,22.5,0,0,0,0,1415.78,1420.35
Canal,2022-07-02,,,,,,,,,56.22619934,90.43231735,,,,,,,0,0,0,0,23.33,23.33,0,0,0,0,1439.11,1443.68
Canal,2022-07-03,,,,,,,,,54.65029984,85.39753723,,,,,,,0,0,0,0,20.02,20.02,0,0,0,0,1459.13,1463.7
Canal,2022-07-04,,,,,,,,,53.75407982,78.98503723,,,,,,,0,0,0,0,16.37,16.37,0,0,0,0,1475.5,1480.07
Canal,2022-07-05,,,,,,,,,56.46037979,84.03871727,,,,,,,0,0,0,0,20.25,20.25,0,0,0,0,1495.75,1500.32
Canal,2022-07-06,,,,,,,,,60.93103943,87.62629929,,,,,,,0,0,0,0,24.28,24.28,0,0,0,0,1520.03,1524.6
Canal,2022-07-07,,,,,,,,,57.71083851,85.75988007,,,,,,,0,0,0,0,21.74,21.74,0,0,0,0,1541.77,1546.34
Canal,2022-07-08,,,,,,,,,56.69797974,88.75255928,,,,,,,0,0,0,0,22.73,22.73,0,0,0,0,1564.5,1569.07
Canal,2022-07-09,,,,,,,,,58.90729942,94.21015854,,,,,,,0,0,0,0,26.56,26.56,0,0,0,0,1591.06,1595.63
Canal,2022-07-10,,,,,,,,,59.56447926,93.33769989,,,,,,,0,0,0,0,26.45,26.45,0,0,0,0,1617.51,1622.08
Canal,2022-07-11,,,,,,,,,60.59587917,101.6457809,,,,,,,0,0,0,0,30.58,29.97,0,0,0,0,1648.09,1652.05
Canal,2022-07-12,,,,,,,,,65.15743866,101.9771561,,,,,,,0,0,0,0,32.91,32.25,0,0,0,0,1681,1684.3
Canal,2022-07-13,,,,,,,,,63.23090019,100.5733368,,,,,,,0,0,0,0,31.49,30.97,0,0,0,0,1712.49,1715.27
Canal,2022-07-14,,,,,,,,,60.61981907,92.77934036,,,,,,,0,0,0,0,26.7,26.7,0,0,0,0,1739.19,1741.97
Canal,2022-07-15,,,,,,,,,59.80801868,96.73915634,,,,,,,0,0,0,0,28.23,28.11,0,0,0,0,1767.42,1770.08
Canal,2022-07-16,,,,,,,,,60.23065929,98.33935623,,,,,,,0,0,0,0,29.14,28.86,0,0,0,0,1796.56,1798.94
Canal,2022-07-17,,,,,,,,,61.02265854,102.2091805,,,,,,,0,0,0,0,30.98,30.31,0,0,0,0,1827.54,1829.25
Canal,2022-07-18,,,,,,,,,64.71931763,102.0723801,,,,,,,0,0,0,0,32.73,32.06,0,0,0,0,1860.27,1861.31
Canal,2022-07-19,,,,,,,,,62.75299835,99.45049973,,,,,,,0,0,0,0,30.83,30.44,0,0,0,0,1891.1,1891.75
Canal,2022-07-20,,,,,,,,,60.95425835,99.78278122,,,,,,,0,0,0,0,30.07,29.65,0,0,0,0,1921.17,1921.4
Canal,2022-07-21,,,,,,,,,60.15127964,100.6159981,,,,,,,0,0,0,0,29.99,29.48,0,0,0,0,1951.16,1950.88
Canal,2022-07-22,,,,,,,,,60.79945927,99.8549614,,,,,,,0,0,0,0,30.03,29.59,0,0,0,0,1981.19,1980.47
Canal,2022-07-23,,,,,,,,,59.47897987,97.95361938,,,,,,,0,0,0,0,28.6,28.37,0,0,0,0,2009.79,2008.84
Canal,2022-07-24,,,,,,,,,58.21843948,99.07951889,,,,,,,0,0,0,0,28.45,28.1,0,0,0,0,2038.24,2036.94
Canal,2022-07-25,,,,,,,,,59.1022398,100.0864365,,,,,,,0,0,0,0,29.28,28.82,0,0,0,0,2067.52,2065.76
Canal,2022-07-26,,,,,,,,,61.85839882,97.77523575,,,,,,,0,0,0,0,29.71,29.49,0,0,0,0,2097.23,2095.25
Canal,2022-07-27,,,,,,,,,63.37364006,95.76427765,,,,,,,0,0,0,0,29.56,29.52,0,0,0,0,2126.79,2124.77
Canal,2022-07-28,,,,,,,,,62.82319756,98.65003586,,,,,,,0,0,0,0,30.55,30.24,0,0,0,0,2157.34,2155.01
Canal,2022-07-29,,,,,,,,,63.71744003,99.97375793,,,,,,,0,0,0,0,31.5,31.05,0,0,0,0,2188.84,2186.06
Canal,2022-07-30,,,,,,,,,63.86377792,99.80671768,,,,,,,0,0,0,0,31.51,31.08,0,0,0,0,2220.35,2217.14
Canal,2022-07-31,,,,,,,,,66.59204025,95.86220016,,,,,,,0,0,0,0,31.21,31.16,0,0,0,0,2251.56,2248.3
Canal,2022-08-01,,,,,,,,,67.42616005,90.38695755,,,,,,,0,0,0,0,28.91,28.91,0,0,0,0,2280.47,2277.21
Canal,2022-08-02,,,,,,,,,64.83847809,77.73889923,,,,,,,0,0,0,0,21.29,21.29,0,0,0,0,2301.76,2298.5
Canal,2022-08-03,,,,,,,,,65.0587986,101.1639206,,,,,,,0,0,0,0,32.59,32.01,0,0,0,0,2334.35,2330.51
Canal,2022-08-04,,,,,,,,,68.03329887,102.5362366,,,,,,,0,0,0,0,34.46,33.75,0,0,0,0,2368.81,2364.26
Canal,2022-08-05,,,,,,,,,68.11609802,101.7977013,,,,,,,0,0,0,0,34.27,33.63,0,0,0,0,2403.08,2397.89
Canal,2022-08-06,,,,,,,,,64.12279778,91.93189621,,,,,,,0,0,0,0,28.03,28.03,0,0,0,0,2431.11,2425.92
Canal,2022-08-07,,,,,,,,,61.26313896,92.52805557,,,,,,,0,0,0,0,26.9,26.9,0,0,0,0,2458.01,2452.82
Canal,2022-08-08,,,,,,,,,58.71415977,92.78059692,,,,,,,0,0,0,0,25.75,25.75,0,0,0,0,2483.76,2478.57
Canal,2022-08-09,,,,,,,,,57.58447857,94.36819687,,,,,,,0,0,0,0,25.98,25.98,0,0,0,0,2509.74,2504.55
Canal,2022-08-10,,,,,,,,,58.7348587,92.73505859,,,,,,,0,0,0,0,25.73,25.73,0,0,0,0,2535.47,2530.28
Canal,2022-08-11,,,,,,,,,56.90678005,91.26716156,,,,,,,0,0,0,0,24.09,24.09,0,0,0,0,2559.56,2554.37
Canal,2022-08-12,,,,,,,,,57.51175938,93.80192032,,,,,,,0,0,0,0,25.66,25.66,0,0,0,0,2585.22,2580.03
Canal,2022-08-13,,,,,,,,,57.48097878,94.66105804,,,,,,,0,0,0,0,26.07,26.07,0,0,0,0,2611.29,2606.1
Canal,2022-08-14,,,,,,,,,57.62984009,97.31857529,,,,,,,0,0,0,0,27.41,27.23,0,0,0,0,2638.7,2633.33
Canal,2022-08-15,,,,,,,,,59.07901917,101.1232368,,,,,,,0,0,0,0,29.66,29.09,0,0,0,0,2668.36,2662.42
Canal,2022-08-16,,,,,,,,,60.48967915,102.321859,,,,,,,0,0,0,0,30.76,30.08,0,0,0,0,2699.12,2692.5
Canal,2022-08-17,,,,,,,,,61.72357941,105.5704956,,,,,,,0,0,0,0,32.37,31.39,0,0,0,0,2731.49,2723.89
Canal,2022-08-18,,,,,,,,,66.45217743,96.79621658,,,,,,,0,0,0,0,31.57,31.44,0,0,0,0,2763.06,2755.33
Canal,2022-08-19,,,,,,,,,65.71346016,103.5316391,,,,,,,0,0,0,0,33.66,32.86,0,0,0,0,2796.72,2788.19
Canal,2022-08-20,,,,,,,,,63.41485939,102.1107155,,,,,,,0,0,0,0,32.11,31.44,0,0,0,0,2828.83,2819.63
Canal,2022-08-21,,,,,,,,,63.20119934,103.2214951,,,,,,,0,0,0,0,32.37,31.59,0,0,0,0,2861.2,2851.22
Canal,2022-08-22,,,,,,,,,63.43249931,98.73338089,,,,,,,0,0,0,0,30.89,30.56,0,0,0,0,2892.09,2881.78
Canal,2022-08-23,,,,,,,,,60.75013924,98.08610077,,,,,,,0,0,0,0,29.29,29.04,0,0,0,0,2921.38,2910.82
Canal,2022-08-24,,,,,,,,,64.01947823,100.6683754,,,,,,,0,0,0,0,31.91,31.38,0,0,0,0,2953.29,2942.2
Canal,2022-08-25,,,,,,,,,63.49118004,99.9445961,,,,,,,0,0,0,0,31.38,30.93,0,0,0,0,2984.67,2973.13
Canal,2022-08-26,,,,,,,,,60.02797871,95.27791977,,,,,,,0,0,0,0,27.65,27.64,0,0,0,0,3012.32,3000.77
Canal,2022-08-27,,,,,,,,,58.15255928,96.817276,,,,,,,0,0,0,0,27.44,27.32,0,0,0,0,3039.76,3028.09
Canal,2022-08-28,,,,,,,,,58.4200386,94.75069962,,,,,,,0,0,0,0,26.59,26.59,0,0,0,0,3066.35,3054.68
Canal,2022-08-29,,,,,,,,,57.30494003,95.76337814,,,,,,,0,0,0,0,26.53,26.49,0,0,0,0,3092.88,3081.17
Canal,2022-08-30,,,,,,,,,58.47745934,96.06343536,,,,,,,0,0,0,0,27.26,27.19,0,0,0,0,3120.14,3108.36
Canal,2022-08-31,,,,,,,,,59.65771885,98.23675766,,,,,,,0,0,0,0,28.81,28.55,0,0,0,0,3148.95,3136.91
Canal,2022-09-01,,,,,,,,,58.48430004,99.96187897,,,,,,,0,0,0,0,28.93,28.49,0,0,0,0,3177.88,3165.4
Canal,2022-09-02,,,,,,,,,59.79469948,104.9541763,,,,,,,0,0,0,0,31.28,30.34,0,0,0,0,3209.16,3195.74
Canal,2022-09-03,,,,,,,,,62.86190033,105.1964592,,,,,,,0,0,0,0,32.8,31.85,0,0,0,0,3241.96,3227.59
Canal,2022-09-04,,,,,,,,,61.65283775,100.3292549,,,,,,,0,0,0,0,30.62,30.14,0,0,0,0,3272.58,3257.73
Canal,2022-09-05,,,,,,,,,62.87198029,105.0645203,,,,,,,0,0,0,0,32.77,31.83,0,0,0,0,3305.35,3289.56
Canal,2022-09-06,,,,,,,,,67.41805763,111.6372147,,,,,,,0,0,0,0,36.4,35.01,0,0,0,0,3341.75,3324.57
Canal,2022-09-07,,,,,,,,,70.8394989,112.3933968,,,,,,,0,0,0,0,37.98,36.61,0,0,0,0,3379.73,3361.18
Canal,2022-09-08,,,,,,,,,70.97341881,106.9869148,,,,,,,0,0,0,0,36.99,35.93,0,0,0,0,3416.72,3397.11
Canal,2022-09-09,,,,,,,,,69.66104012,109.1229797,,,,,,,0,0,0,0,36.86,35.66,0,0,0,0,3453.58,3432.77
Canal,2022-09-10,,,,,,,,,68.76337814,105.8925186,,,,,,,0,0,0,0,35.73,34.74,0,0,0,0,3489.31,3467.51
Canal,2022-09-11,,,,,,,,,65.53777847,94.0179184,,,,,,,0,0,0,0,29.78,29.78,0,0,0,0,3519.09,3497.29
Canal,2022-09-12,,,,,,,,,67.30789909,89.27365799,,,,,,,0,0,0,0,28.29,28.29,0,0,0,0,3547.38,3525.58
Canal,2022-09-13,,,,,,,,,61.70305901,86.76463814,,,,,,,0,0,0,0,24.23,24.23,0,0,0,0,3571.61,3549.81
Canal,2022-09-14,,,,,,,,,54.62941895,84.9194603,,,,,,,0,0,0,0,19.77,19.77,0,0,0,0,3591.38,3569.58
Canal,2022-09-15,,,,,,,,,52.89728012,80.41316032,,,,,,,0,0,0,0,16.66,16.66,0,0,0,0,3608.04,3586.24
Canal,2022-09-16,,,,,,,,,53.03227978,80.14549904,,,,,,,0,0,0,0,16.59,16.59,0,0,0,0,3624.63,3602.83
Canal,2022-09-17,,,,,,,,,53.20471878,84.30097809,,,,,,,0,0,0,0,18.75,18.75,0,0,0,0,3643.38,3621.58
Canal,2022-09-18,,,,,,,,,55.56379929,79.86578026,,,,,,,0,0,0,0,17.71,17.71,0,0,0,0,3661.09,3639.29
Canal,2022-09-19,,,,,,,,,56.96419907,69.28465881,,,,,,,0,0,0,0,13.12,13.12,0,0,0,0,3674.21,3652.41
Canal,2022-09-20,,,,,,,,,56.29081955,71.95117798,,,,,,,0,0,0,0,14.12,14.12,0,0,0,0,3688.33,3666.53
Canal,2023-05-26,2023,2023-05-26,Colusa,64.418,96.724,Williams250,54.3,79.1,53.95945892,79.61953888,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,30.52,30.4,16.7,16.7,16.79,16.79,30.52,30.4,16.7,16.7,16.79,16.79
Canal,2023-05-27,2023,2023-05-26,Colusa,55.949,80.404,Williams250,54.6,80.7,54.13963985,79.22155914,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18.18,18.18,17.65,17.65,16.68,16.68,48.7,48.58,34.35,34.35,33.47,33.47
Canal,2023-05-28,2023,2023-05-26,Colusa,59.702,80.316,Williams250,58.3,81.3,53.65975876,80.64013786,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,20.01,20.01,19.8,19.8,17.15,17.15,68.71,68.59,54.15,54.15,50.62,50.62
Canal,2023-05-29,2023,2023-05-26,Colusa,56.988,81.111,Williams250,55.2,81.6,57.18992004,81.73922043,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,19.05,19.05,18.4,18.4,19.46,19.46,87.76,87.64,72.55,72.55,70.08,70.08
Canal,2023-05-30,2023,2023-05-26,Colusa,56.728,79.041,Williams250,55,79.6,54.57487869,81.55687828,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.88,17.88,17.3,17.3,18.07,18.07,105.64,105.52,89.85,89.85,88.15,88.15
Canal,2023-05-31,2023,2023-05-26,Colusa,54.995,79.392,Williams250,52.8,79.8,53.00383892,79.41145782,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,17.19,17.19,16.3,16.3,16.21,16.21,122.83,122.71,106.15,106.15,104.36,104.36
Canal,2023-06-01,2023,2023-05-26,Colusa,56.208,81.775,Williams250,53.7,82.1,54.08527985,80.1076992,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,18.99,18.99,17.9,17.9,17.1,17.1,141.82,141.7,124.05,124.05,121.46,121.46
Canal,2023-06-02,2023,2023-05-26,Colusa,58.971,85.577,Williams250,55.3,92.9,55.45958023,82.33141785,preHeading,preHeading,preHeading,preHeading,preHeading,Notplanted,22.27,22.27,24.1,24.1,18.9,18.9,164.09,163.97,148.15,148.15,140.36,140.36
